time,halfW01,d0,d1,d2,d3
2.947,0.8193,2,5,5,2
0.333,0.8246,2,5,5,2
0.364,0.8252,2,5,5,2
0.399,0.8255,2,5,5,2
0.431,0.8262,2,5,5,2
0.467,0.8269,2,5,5,2
0.500,0.8272,2,5,5,2
0.533,0.8280,2,5,5,2
0.569,0.8288,2,5,5,2
0.603,0.8296,2,5,5,2
0.635,0.8301,2,5,5,2
0.670,0.8310,2,5,5,2
0.696,0.8314,2,5,5,2
0.732,0.8324,2,5,5,2
0.766,0.8333,2,5,5,2
0.801,0.8338,2,5,5,2
0.832,0.8349,2,5,5,2
0.872,0.8359,2,5,5,2
0.893,0.8365,2,5,5,2
0.929,0.8375,2,5,5,2
0.963,0.8387,2,5,5,2
1.002,0.8392,2,5,5,2
1.031,0.8404,2,5,5,2
1.065,0.8415,2,5,5,2
1.098,0.8421,2,5,5,2
1.129,0.8433,2,5,5,2
1.167,0.8446,2,5,5,2
1.198,0.8452,2,5,5,2
1.229,0.8464,2,5,5,2
1.265,0.8477,2,5,5,2
1.296,0.8483,2,5,5,2
1.332,0.8496,2,5,5,2
1.365,0.8509,0,0,0,0
1.397,0.8515,0,0,0,0
1.434,0.8529,0,0,0,0
1.466,0.8542,0,0,0,0
1.497,0.8549,0,0,0,0
1.533,0.8562,0,0,0,0
1.568,0.8576,0,0,0,0
1.598,0.8583,0,0,0,0
1.630,0.8597,0,0,0,0
1.664,0.8610,0,0,0,0
1.699,0.8617,0,0,0,0
1.729,0.8631,0,0,0,0
1.763,0.8645,0,0,0,0
1.798,0.8652,0,0,0,0
1.831,0.8667,0,0,0,0
1.865,0.8681,0,0,0,0
1.897,0.8688,0,0,0,0
1.934,0.8702,0,0,0,0
1.967,0.8716,0,0,0,0
2.000,0.8723,0,0,0,0
2.030,0.8738,0,0,0,0
2.065,0.8752,0,0,0,0
2.097,0.8759,0,0,0,0
2.131,0.8773,0,0,0,0
2.166,0.8788,0,0,0,0
2.198,0.8795,0,0,0,0
2.232,0.8809,0,0,0,0
2.264,0.8823,0,0,0,0
2.301,0.8830,0,0,0,0
2.330,0.8844,0,0,0,0
2.365,0.8858,0,0,0,0
2.401,0.8865,0,0,0,0
2.431,0.8879,0,0,0,0
2.465,0.8893,0,0,0,0
2.499,0.8900,0,0,0,0
2.533,0.8914,0,0,0,0
2.569,0.8927,0,0,0,0
2.600,0.8934,0,0,0,0
2.635,0.8948,0,0,0,0
2.665,0.8961,0,0,0,0
2.698,0.8968,0,0,0,0
2.732,0.8981,0,0,0,0
2.764,0.8994,0,0,0,0
2.799,0.9000,0,0,0,0
2.833,0.9013,0,0,0,0
2.870,0.9026,0,0,0,0
2.903,0.9038,0,0,0,0
2.933,0.9045,0,0,0,0
2.964,0.9057,0,0,0,0
2.995,0.9063,0,0,0,0
3.034,0.9075,0,0,0,0
3.066,0.9087,0,0,0,0
3.099,0.9093,0,0,0,0
3.131,0.9105,0,0,0,0
3.165,0.9116,0,0,0,0
3.199,0.9122,0,0,0,0
3.233,0.9133,0,0,0,0
3.266,0.9144,0,0,0,0
3.298,0.9150,0,0,0,0
3.332,0.9161,0,0,0,0
3.364,0.9171,0,0,0,0
3.400,0.9176,0,0,0,0
3.431,0.9187,0,0,0,0
3.464,0.9197,0,0,0,0
3.498,0.9202,0,0,0,0
3.534,0.9212,0,0,0,0
3.565,0.9222,0,0,0,0
3.602,0.9226,0,0,0,0
3.635,0.9236,0,0,0,0
3.668,0.9245,0,0,0,0
3.699,0.9250,0,0,0,0
3.732,0.9259,0,0,0,0
3.764,0.9267,0,0,0,0
3.797,0.9272,0,0,0,0
3.831,0.9280,0,0,0,0
3.864,0.9289,0,0,0,0
3.898,0.9293,0,0,0,0
3.932,0.9301,0,0,0,0
3.967,0.9309,0,0,0,0
3.997,0.9312,0,0,0,0
4.030,0.9320,0,0,0,0
4.065,0.9327,0,0,0,0
4.098,0.9331,0,0,0,0
4.130,0.9338,0,0,0,0
4.166,0.9345,0,0,0,0
4.199,0.9349,0,0,0,0
4.232,0.9355,0,0,0,0
4.264,0.9362,0,0,0,0
4.300,0.9365,0,0,0,0
4.331,0.9372,0,0,0,0
4.363,0.9378,0,0,0,0
4.400,0.9381,0,0,0,0
4.434,0.9387,0,0,0,0
4.467,0.9393,0,0,0,0
4.497,0.9396,0,0,0,0
4.530,0.9402,0,0,0,0
4.566,0.9407,0,0,0,0
4.600,0.9410,0,0,0,0
4.631,0.9415,0,0,0,0
4.664,0.9421,0,0,0,0
4.702,0.9423,0,0,0,0
4.733,0.9428,0,0,0,0
4.764,0.9433,0,0,0,0
4.799,0.9436,0,0,0,0
4.832,0.9440,0,0,0,0
4.867,0.9445,0,0,0,0
4.897,0.9447,0,0,0,0
4.932,0.9451,0,0,0,0
4.963,0.9456,0,0,0,0
5.000,0.9458,0,0,0,0
5.027,0.9462,0,0,0,0
5.066,0.9466,0,0,0,0
5.098,0.9468,0,0,0,0
5.134,0.9472,0,0,0,0
5.166,0.9475,0,0,0,0
5.198,0.9477,0,0,0,0
5.233,0.9481,0,0,0,0
5.268,0.9485,0,0,0,0
5.301,0.9486,0,0,0,0
5.331,0.9490,0,0,0,0
5.366,0.9493,0,0,0,0
5.399,0.9495,0,0,0,0
5.429,0.9498,0,0,0,0
5.469,0.9501,0,0,0,0
5.500,0.9503,0,0,0,0
5.529,0.9506,0,0,0,0
5.567,0.9509,0,0,0,0
5.599,0.9510,0,0,0,0
5.631,0.9513,0,0,0,0
5.664,0.9516,0,0,0,0
5.696,0.9517,0,0,0,0
5.731,0.9520,0,0,0,0
5.765,0.9522,0,0,0,0
5.800,0.9523,0,0,0,0
5.834,0.9526,0,0,0,0
5.869,0.9528,0,0,0,0
