time,halfW01,d0,d1,d2,d3
2.945,0.8750,2,5,5,2
0.346,0.8772,2,5,5,2
0.378,0.8773,2,5,5,2
0.410,0.8776,2,5,5,2
0.444,0.8778,2,5,5,2
0.478,0.8780,2,5,5,2
0.509,0.8782,2,5,5,2
0.546,0.8785,2,5,5,2
0.577,0.8787,2,5,5,2
0.611,0.8789,2,5,5,2
0.645,0.8792,2,5,5,2
0.678,0.8794,2,5,5,2
0.710,0.8797,2,5,5,2
0.743,0.8800,2,5,5,2
0.780,0.8801,2,5,5,2
0.814,0.8804,2,5,5,2
0.841,0.8807,2,5,5,2
0.880,0.8809,2,5,5,2
0.913,0.8812,2,5,5,2
0.944,0.8816,2,5,5,2
0.975,0.8821,2,5,5,2
1.010,0.8839,2,5,5,2
1.045,0.8857,2,5,5,2
1.075,0.8866,2,5,5,2
1.111,0.8884,2,5,5,2
1.146,0.8902,2,5,5,2
1.178,0.8911,2,5,5,2
1.213,0.8929,2,5,5,2
1.243,0.8947,2,5,5,2
1.281,0.8965,2,5,5,2
1.313,0.8974,2,5,5,2
1.347,0.8991,2,5,5,2
1.378,0.9000,2,5,5,2
1.413,0.9018,2,5,5,2
1.442,0.9035,2,5,5,2
1.479,0.9044,2,5,5,2
1.508,0.9061,2,5,5,2
1.544,0.9079,2,5,5,2
1.575,0.9087,2,5,5,2
1.611,0.9105,2,5,5,2
1.645,0.9122,2,5,5,2
1.679,0.9130,2,5,5,2
1.711,0.9147,2,5,5,2
1.744,0.9164,2,5,5,2
1.775,0.9173,2,5,5,2
1.812,0.9190,2,5,5,2
1.846,0.9206,2,5,5,2
1.877,0.9215,2,5,5,2
1.912,0.9231,2,5,5,2
1.942,0.9247,2,5,5,2
1.979,0.9256,2,5,5,2
2.013,0.9272,2,5,5,2
2.045,0.9288,2,5,5,2
2.076,0.9296,2,5,5,2
2.109,0.9312,2,5,5,2
2.143,0.9328,2,5,5,2
2.178,0.9336,2,5,5,2
2.212,0.9351,2,5,5,2
2.245,0.9366,2,5,5,2
2.275,0.9374,2,5,5,2
2.312,0.9389,2,5,5,2
2.344,0.9404,2,5,5,2
2.376,0.9412,2,5,5,2
2.412,0.9427,2,5,5,2
2.444,0.9441,2,5,5,2
2.475,0.9448,2,5,5,2
2.512,0.9463,2,5,5,2
2.543,0.9477,2,5,5,2
2.578,0.9484,2,5,5,2
2.610,0.9498,2,5,5,2
2.642,0.9512,2,5,5,2
2.678,0.9519,2,5,5,2
2.710,0.9532,2,5,5,2
2.744,0.9545,2,5,5,2
2.779,0.9552,2,5,5,2
2.811,0.9565,2,5,5,2
2.844,0.9578,2,5,5,2
2.879,0.9584,2,5,5,2
2.910,0.9596,2,5,5,2
2.944,0.9609,2,5,5,2
2.977,0.9615,2,5,5,2
3.010,0.9627,2,5,5,2
3.046,0.9639,2,5,5,2
3.079,0.9645,2,5,5,2
3.113,0.9656,2,5,5,2
3.143,0.9667,2,5,5,2
3.179,0.9673,2,5,5,2
3.213,0.9684,2,5,5,2
3.246,0.9695,2,5,5,2
3.278,0.9700,2,5,5,2
3.314,0.9711,2,5,5,2
3.346,0.9721,0,0,0,0
3.377,0.9726,0,0,0,0
3.413,0.9736,0,0,0,0
3.445,0.9746,0,0,0,0
3.479,0.9751,0,0,0,0
3.513,0.9761,0,0,0,0
3.546,0.9770,0,0,0,0
3.579,0.9775,0,0,0,0
3.609,0.9784,0,0,0,0
3.644,0.9793,0,0,0,0
3.677,0.9798,0,0,0,0
3.711,0.9807,0,0,0,0
3.744,0.9815,0,0,0,0
3.778,0.9820,0,0,0,0
3.811,0.9828,0,0,0,0
3.844,0.9836,0,0,0,0
3.876,0.9840,0,0,0,0
3.912,0.9848,0,0,0,0
3.943,0.9856,0,0,0,0
3.980,0.9860,0,0,0,0
4.012,0.9868,0,0,0,0
4.047,0.9875,0,0,0,0
4.078,0.9879,0,0,0,0
4.111,0.9886,0,0,0,0
4.143,0.9893,0,0,0,0
4.178,0.9897,0,0,0,0
4.213,0.9904,0,0,0,0
4.244,0.9911,0,0,0,0
4.278,0.9914,0,0,0,0
4.312,0.9921,0,0,0,0
4.345,0.9927,0,0,0,0
4.376,0.9930,0,0,0,0
4.413,0.9937,0,0,0,0
4.442,0.9943,0,0,0,0
4.478,0.9946,0,0,0,0
4.510,0.9952,0,0,0,0
4.542,0.9958,0,0,0,0
4.577,0.9961,0,0,0,0
4.610,0.9967,0,0,0,0
4.644,0.9972,0,0,0,0
4.677,0.9975,0,0,0,0
4.711,0.9981,0,0,0,0
4.743,0.9986,0,0,0,0
4.776,0.9989,0,0,0,0
4.808,0.9994,0,0,0,0
4.846,0.9999,0,0,0,0
4.878,1.0000,0,0,0,0
4.911,1.0000,0,0,0,0
4.945,1.0000,0,0,0,0
4.978,1.0000,0,0,0,0
5.012,1.0000,0,0,0,0
5.045,1.0000,0,0,0,0
5.076,1.0000,0,0,0,0
5.112,1.0000,0,0,0,0
5.144,1.0000,0,0,0,0
5.179,1.0000,0,0,0,0
5.209,1.0000,0,0,0,0
5.244,1.0000,0,0,0,0
5.276,1.0000,0,0,0,0
5.311,1.0000,0,0,0,0
5.344,1.0000,0,0,0,0
5.376,1.0000,0,0,0,0
5.411,1.0000,0,0,0,0
5.442,1.0000,0,0,0,0
5.478,1.0000,0,0,0,0
5.510,1.0000,0,0,0,0
5.547,1.0000,0,0,0,0
5.580,1.0000,0,0,0,0
5.614,1.0000,0,0,0,0
5.641,1.0000,0,0,0,0
5.676,1.0000,0,0,0,0
5.711,1.0000,0,0,0,0
