time,halfW01,d0,d1,d2,d3
2.934,0.8685,2,5,5,2
0.348,0.8919,2,5,5,2
0.380,0.8932,2,5,5,2
0.413,0.8956,2,5,5,2
0.446,0.8979,2,5,5,2
0.480,0.8990,2,5,5,2
0.514,0.9013,2,5,5,2
0.546,0.9034,2,5,5,2
0.581,0.9055,2,5,5,2
0.613,0.9065,2,5,5,2
0.649,0.9085,2,5,5,2
0.680,0.9103,2,5,5,2
0.720,0.9122,2,5,5,2
0.749,0.9130,2,5,5,2
0.781,0.9148,2,5,5,2
0.816,0.9156,2,5,5,2
0.846,0.9172,2,5,5,2
0.879,0.9180,2,5,5,2
0.913,0.9195,2,5,5,2
0.946,0.9209,2,5,5,2
0.983,0.9223,2,5,5,2
1.015,0.9229,2,5,5,2
1.046,0.9242,2,5,5,2
1.079,0.9248,2,5,5,2
1.113,0.9260,2,5,5,2
1.145,0.9271,2,5,5,2
1.179,0.9277,2,5,5,2
1.212,0.9287,2,5,5,2
1.246,0.9297,2,5,5,2
1.278,0.9302,2,5,5,2
1.312,0.9311,2,5,5,2
1.345,0.9320,2,5,5,2
1.381,0.9328,2,5,5,2
1.413,0.9332,2,5,5,2
1.447,0.9339,2,5,5,2
1.478,0.9343,2,5,5,2
1.513,0.9350,2,5,5,2
1.547,0.9356,2,5,5,2
1.580,0.9359,2,5,5,2
1.613,0.9365,2,5,5,2
1.653,0.9371,2,5,5,2
1.680,0.9376,2,5,5,2
1.720,0.9381,2,5,5,2
1.746,0.9383,2,5,5,2
1.782,0.9387,2,5,5,2
1.814,0.9389,2,5,5,2
1.846,0.9393,2,5,5,2
1.881,0.9397,2,5,5,2
1.913,0.9398,0,0,0,0
1.946,0.9401,0,0,0,0
1.979,0.9403,0,0,0,0
2.013,0.9406,0,0,0,0
2.047,0.9408,0,0,0,0
2.106,0.9412,0,0,0,0
2.121,0.9413,0,0,0,0
2.146,0.9413,0,0,0,0
2.182,0.9415,0,0,0,0
2.215,0.9416,0,0,0,0
2.247,0.9417,0,0,0,0
2.281,0.9419,0,0,0,0
2.314,0.9419,0,0,0,0
2.348,0.9420,0,0,0,0
2.380,0.9421,0,0,0,0
2.415,0.9422,0,0,0,0
2.448,0.9422,0,0,0,0
2.481,0.9423,0,0,0,0
2.514,0.9423,0,0,0,0
2.548,0.9423,0,0,0,0
2.582,0.9423,0,0,0,0
2.614,0.9423,0,0,0,0
2.646,0.9423,0,0,0,0
2.681,0.9423,0,0,0,0
2.713,0.9423,0,0,0,0
2.747,0.9422,0,0,0,0
2.781,0.9422,0,0,0,0
2.815,0.9422,0,0,0,0
2.848,0.9421,0,0,0,0
2.881,0.9420,0,0,0,0
2.914,0.9420,0,0,0,0
2.947,0.9419,0,0,0,0
2.981,0.9418,0,0,0,0
3.015,0.9417,0,0,0,0
3.050,0.9416,0,0,0,0
3.079,0.9416,0,0,0,0
3.114,0.9415,0,0,0,0
3.147,0.9413,0,0,0,0
3.179,0.9413,0,0,0,0
3.215,0.9411,0,0,0,0
3.248,0.9410,0,0,0,0
3.279,0.9409,0,0,0,0
3.313,0.9408,0,0,0,0
3.354,0.9406,0,0,0,0
3.371,0.9406,0,0,0,0
3.415,0.9404,0,0,0,0
3.447,0.9402,0,0,0,0
3.481,0.9401,0,0,0,0
3.516,0.9400,0,0,0,0
3.552,0.9398,0,0,0,0
3.580,0.9397,0,0,0,0
3.616,0.9395,0,0,0,0
3.650,0.9393,0,0,0,0
3.680,0.9391,0,0,0,0
3.712,0.9390,0,0,0,0
3.746,0.9388,0,0,0,0
3.784,0.9386,0,0,0,0
3.815,0.9385,0,0,0,0
3.847,0.9383,0,0,0,0
3.880,0.9382,0,0,0,0
3.912,0.9380,0,0,0,0
3.945,0.9378,0,0,0,0
3.980,0.9377,0,0,0,0
4.014,0.9375,0,0,0,0
4.047,0.9373,0,0,0,0
4.079,0.9371,0,0,0,0
4.112,0.9369,0,0,0,0
4.148,0.9367,0,0,0,0
4.181,0.9365,0,0,0,0
4.214,0.9364,0,0,0,0
4.251,0.9361,0,0,0,0
4.285,0.9359,0,0,0,0
4.314,0.9358,0,0,0,0
4.346,0.9355,0,0,0,0
4.384,0.9353,0,0,0,0
4.414,0.9352,0,0,0,0
4.445,0.9349,0,0,0,0
4.479,0.9348,0,0,0,0
4.521,0.9345,0,0,0,0
4.549,0.9343,0,0,0,0
4.580,0.9341,0,0,0,0
4.615,0.9340,0,0,0,0
4.645,0.9337,0,0,0,0
4.680,0.9336,0,0,0,0
4.716,0.9334,0,0,0,0
4.747,0.9331,0,0,0,0
4.782,0.9329,0,0,0,0
4.815,0.9328,0,0,0,0
4.847,0.9325,0,0,0,0
4.882,0.9323,0,0,0,0
4.915,0.9322,0,0,0,0
4.945,0.9319,0,0,0,0
4.979,0.9318,0,0,0,0
5.015,0.9316,0,0,0,0
5.048,0.9313,0,0,0,0
5.082,0.9311,0,0,0,0
5.112,0.9310,0,0,0,0
