time,halfW01,d0,d1,d2,d3
2.923,0.8806,2,5,5,2
0.333,0.8830,2,5,5,2
0.365,0.8832,2,5,5,2
0.400,0.8834,2,5,5,2
0.433,0.8835,2,5,5,2
0.467,0.8837,2,5,5,2
0.500,0.8838,2,5,5,2
0.534,0.8839,2,5,5,2
0.567,0.8841,2,5,5,2
0.599,0.8842,2,5,5,2
0.633,0.8843,2,5,5,2
0.667,0.8844,2,5,5,2
0.699,0.8845,2,5,5,2
0.733,0.8845,2,5,5,2
0.768,0.8846,2,5,5,2
0.799,0.8847,2,5,5,2
0.836,0.8847,2,5,5,2
0.867,0.8848,2,5,5,2
0.900,0.8848,2,5,5,2
0.934,0.8848,2,5,5,2
0.967,0.8849,2,5,5,2
1.000,0.8849,2,5,5,2
1.034,0.8849,2,5,5,2
1.068,0.8849,2,5,5,2
1.101,0.8849,2,5,5,2
1.133,0.8849,2,5,5,2
1.167,0.8848,2,5,5,2
1.200,0.8848,2,5,5,2
1.235,0.8848,2,5,5,2
1.266,0.8847,2,5,5,2
1.300,0.8847,2,5,5,2
1.333,0.8846,2,5,5,2
1.365,0.8846,0,0,0,0
1.402,0.8845,0,0,0,0
1.433,0.8845,0,0,0,0
1.466,0.8844,0,0,0,0
1.499,0.8843,0,0,0,0
1.532,0.8842,0,0,0,0
1.567,0.8841,0,0,0,0
1.601,0.8840,0,0,0,0
1.634,0.8839,0,0,0,0
1.668,0.8838,0,0,0,0
1.701,0.8837,0,0,0,0
1.733,0.8836,0,0,0,0
1.766,0.8835,0,0,0,0
1.800,0.8833,0,0,0,0
1.834,0.8832,0,0,0,0
1.868,0.8831,0,0,0,0
1.898,0.8829,0,0,0,0
1.935,0.8828,0,0,0,0
1.969,0.8826,0,0,0,0
2.000,0.8825,0,0,0,0
2.033,0.8824,0,0,0,0
2.066,0.8822,0,0,0,0
2.101,0.8820,0,0,0,0
2.134,0.8819,0,0,0,0
2.168,0.8817,0,0,0,0
2.199,0.8815,0,0,0,0
2.233,0.8814,0,0,0,0
2.266,0.8811,0,0,0,0
2.300,0.8809,0,0,0,0
2.335,0.8808,0,0,0,0
2.368,0.8806,0,0,0,0
2.402,0.8803,0,0,0,0
2.434,0.8802,0,0,0,0
2.468,0.8800,0,0,0,0
2.499,0.8797,0,0,0,0
2.533,0.8796,0,0,0,0
2.568,0.8793,0,0,0,0
2.600,0.8791,0,0,0,0
2.632,0.8790,0,0,0,0
2.666,0.8787,0,0,0,0
2.700,0.8784,0,0,0,0
2.734,0.8783,0,0,0,0
2.767,0.8780,0,0,0,0
2.800,0.8778,0,0,0,0
2.834,0.8776,0,0,0,0
2.866,0.8773,0,0,0,0
2.901,0.8770,0,0,0,0
2.932,0.8769,0,0,0,0
2.967,0.8766,0,0,0,0
3.001,0.8773,0,0,0,0
3.035,0.8777,0,0,0,0
3.067,0.8786,0,0,0,0
3.100,0.8794,0,0,0,0
3.135,0.8798,0,0,0,0
3.167,0.8805,0,0,0,0
3.199,0.8813,0,0,0,0
3.235,0.8817,0,0,0,0
3.266,0.8824,0,0,0,0
3.302,0.8831,0,0,0,0
3.333,0.8835,0,0,0,0
3.370,0.8842,0,0,0,0
3.402,0.8849,0,0,0,0
3.434,0.8852,0,0,0,0
3.468,0.8859,0,0,0,0
3.499,0.8865,0,0,0,0
3.534,0.8868,0,0,0,0
3.570,0.8875,0,0,0,0
3.600,0.8881,0,0,0,0
3.634,0.8884,0,0,0,0
3.667,0.8890,0,0,0,0
3.700,0.8895,0,0,0,0
3.735,0.8898,0,0,0,0
3.767,0.8904,0,0,0,0
3.799,0.8909,0,0,0,0
3.832,0.8912,0,0,0,0
3.866,0.8917,0,0,0,0
3.900,0.8922,0,0,0,0
3.934,0.8925,0,0,0,0
3.968,0.8930,0,0,0,0
4.000,0.8934,0,0,0,0
4.034,0.8937,0,0,0,0
4.067,0.8941,0,0,0,0
4.100,0.8946,0,0,0,0
4.133,0.8948,0,0,0,0
4.168,0.8952,0,0,0,0
4.200,0.8957,0,0,0,0
4.233,0.8959,0,0,0,0
4.268,0.8963,0,0,0,0
4.300,0.8967,0,0,0,0
4.333,0.8969,0,0,0,0
4.367,0.8972,0,0,0,0
4.399,0.8976,0,0,0,0
4.435,0.8978,0,0,0,0
4.467,0.8982,0,0,0,0
4.502,0.8985,0,0,0,0
4.534,0.8987,0,0,0,0
4.568,0.8990,0,0,0,0
4.601,0.8994,0,0,0,0
4.633,0.8995,0,0,0,0
4.666,0.8998,0,0,0,0
4.701,0.9001,0,0,0,0
4.734,0.9003,0,0,0,0
4.766,0.9006,0,0,0,0
4.798,0.9009,0,0,0,0
4.835,0.9010,0,0,0,0
4.865,0.9013,0,0,0,0
4.901,0.9016,0,0,0,0
4.933,0.9017,0,0,0,0
4.967,0.9018,0,0,0,0
4.999,0.9016,0,0,0,0
5.032,0.9014,0,0,0,0
5.065,0.9008,0,0,0,0
5.101,0.8998,0,0,0,0
5.135,0.8991,0,0,0,0
5.167,0.8973,2,5,5,2
5.200,0.8950,2,5,5,2
5.234,0.8936,2,5,5,2
5.267,0.8904,2,5,5,2
5.299,0.8867,2,5,5,2
5.333,0.8847,2,5,5,2
5.369,0.8801,2,5,5,2
5.395,0.8776,2,5,5,2
5.434,0.8721,2,5,5,2
5.468,0.8662,2,5,5,2
5.501,0.8599,2,5,5,2
5.533,0.8566,2,5,5,2
5.565,0.8496,2,5,5,2
5.602,0.8424,2,5,5,2
5.632,0.8386,2,5,5,2
5.665,0.8309,2,5,5,2
5.702,0.8229,2,5,5,2
5.732,0.8186,2,5,5,2
5.765,0.8096,2,5,5,2
5.799,0.8003,2,5,5,2
5.832,0.7952,2,5,5,2
5.867,0.7855,2,5,5,2
5.899,0.7756,2,5,5,2
5.935,0.7701,2,5,5,2
5.968,0.7599,2,5,5,2
5.999,0.7504,2,5,5,2
6.033,0.7457,2,5,5,2
6.066,0.7366,2,5,5,2
6.098,0.7281,2,5,5,2
6.129,0.7241,2,5,5,2
6.167,0.7167,2,5,5,2
6.200,0.7101,2,5,5,2
6.233,0.7072,2,5,5,2
6.268,0.7018,2,5,5,2
6.299,0.6972,2,5,5,2
6.335,0.6953,2,5,5,2
6.367,0.6923,2,5,5,2
6.402,0.6906,2,5,5,2
6.433,0.6902,2,5,5,2
6.467,0.6905,2,5,5,2
6.501,0.6920,2,5,5,2
6.533,0.6932,2,5,5,2
6.566,0.6965,2,5,5,2
6.602,0.7007,2,5,5,2
6.635,0.7031,2,5,5,2
6.668,0.7084,2,5,5,2
6.701,0.7138,2,5,5,2
6.734,0.7165,2,5,5,2
6.768,0.7217,2,5,5,2
6.803,0.7264,2,5,5,2
6.833,0.7286,2,5,5,2
6.868,0.7326,2,5,5,2
6.899,0.7361,2,5,5,2
6.932,0.7377,2,5,5,2
6.966,0.7405,2,5,5,2
7.005,0.7429,2,5,5,2
7.035,0.7439,2,5,5,2
7.068,0.7457,2,5,5,2
7.099,0.7473,2,5,5,2
7.133,0.7479,2,5,5,2
7.167,0.7491,2,5,5,2
7.204,0.7501,2,5,5,2
7.232,0.7488,2,5,5,2
7.268,0.7464,2,5,5,2
7.299,0.7433,2,5,5,2
7.333,0.7396,2,5,5,2
7.366,0.7348,2,5,5,2
7.399,0.7292,2,5,5,2
7.435,0.7249,2,5,5,2
7.468,0.7196,2,5,5,2
7.500,0.7138,2,5,5,2
7.535,0.7100,2,5,5,2
7.566,0.7039,2,5,5,2
7.600,0.6982,2,5,5,2
7.634,0.6955,2,5,5,2
7.666,0.6893,2,5,5,2
7.699,0.6827,2,5,5,2
7.734,0.6792,2,5,5,2
7.766,0.6717,2,5,5,2
7.802,0.6640,2,5,5,2
7.833,0.6602,2,5,5,2
7.867,0.6526,1,6,6,1
7.901,0.6455,1,6,6,1
7.934,0.6421,1,6,6,1
7.966,0.6358,1,6,6,1
7.999,0.6303,1,6,6,1
8.034,0.6277,1,6,6,1
8.066,0.6232,1,6,6,1
8.100,0.6193,1,6,6,1
8.134,0.6176,1,6,6,1
8.167,0.6147,1,6,6,1
8.200,0.6124,1,6,6,1
8.234,0.6116,1,6,6,1
8.267,0.6109,1,6,6,1
8.301,0.6112,1,6,6,1
8.334,0.6117,1,6,6,1
8.366,0.6138,1,6,6,1
8.399,0.6168,1,6,6,1
8.433,0.6186,1,6,6,1
8.467,0.6230,1,6,6,1
8.500,0.6281,1,6,6,1
8.534,0.6309,1,6,6,1
8.568,0.6370,1,6,6,1
8.602,0.6434,1,6,6,1
8.635,0.6467,1,6,6,1
8.667,0.6532,1,6,6,1
8.699,0.6615,2,5,5,2
8.733,0.6665,2,5,5,2
8.766,0.6738,2,5,5,2
8.801,0.6802,2,5,5,2
8.833,0.6831,2,5,5,2
8.869,0.6886,2,5,5,2
8.902,0.6934,2,5,5,2
8.934,0.6955,2,5,5,2
8.968,0.6994,2,5,5,2
9.000,0.7027,2,5,5,2
9.033,0.7042,2,5,5,2
9.067,0.7068,2,5,5,2
9.100,0.7090,2,5,5,2
9.132,0.7099,2,5,5,2
9.168,0.7116,2,5,5,2
9.199,0.7130,2,5,5,2
9.235,0.7136,2,5,5,2
9.268,0.7147,2,5,5,2
9.301,0.7156,2,5,5,2
9.334,0.7162,2,5,5,2
9.366,0.7176,2,5,5,2
9.401,0.7193,2,5,5,2
9.435,0.7208,2,5,5,2
9.466,0.7224,2,5,5,2
9.499,0.7241,2,5,5,2
9.534,0.7257,2,5,5,2
9.567,0.7273,2,5,5,2
9.600,0.7290,2,5,5,2
9.633,0.7306,2,5,5,2
9.668,0.7318,2,5,5,2
9.699,0.7321,2,5,5,2
9.734,0.7322,2,5,5,2
9.767,0.7323,2,5,5,2
9.799,0.7325,2,5,5,2
9.833,0.7326,2,5,5,2
9.867,0.7328,2,5,5,2
