time,halfW01,d0,d1,d2,d3
2.915,0.6794,1,6,6,1
0.333,0.6294,1,6,6,1
0.367,0.6277,1,6,6,1
0.401,0.6247,1,6,6,1
0.434,0.6221,1,6,6,1
0.466,0.6210,1,6,6,1
0.503,0.6190,1,6,6,1
0.533,0.6172,1,6,6,1
0.569,0.6157,1,6,6,1
0.599,0.6150,1,6,6,1
0.633,0.6138,1,6,6,1
0.667,0.6132,1,6,6,1
0.700,0.6122,1,6,6,1
0.732,0.6111,1,6,6,1
0.769,0.6099,1,6,6,1
0.803,0.6092,1,6,6,1
0.836,0.6073,1,6,6,1
0.868,0.6061,1,6,6,1
0.899,0.6030,1,6,6,1
0.932,0.5993,1,6,6,1
0.969,0.5949,1,6,6,1
1.000,0.5925,1,6,6,1
1.032,0.5871,1,6,6,1
1.070,0.5811,1,6,6,1
1.102,0.5780,1,6,6,1
1.134,0.5712,1,6,6,1
1.169,0.5642,1,6,6,1
1.201,0.5607,1,6,6,1
1.234,0.5536,1,6,6,1
1.267,0.5503,1,6,6,1
1.299,0.5434,1,6,6,1
1.336,0.5366,1,6,6,1
1.370,0.5299,1,6,6,1
1.403,0.5267,1,6,6,1
1.435,0.5198,1,6,6,1
1.468,0.5165,1,6,6,1
1.500,0.5093,1,6,6,1
1.532,0.5019,1,6,6,1
1.570,0.4945,1,6,6,1
1.603,0.4910,1,6,6,1
1.635,0.4830,1,6,6,1
1.668,0.4748,0,7,7,0
1.701,0.4706,0,7,7,0
1.733,0.4621,0,7,7,0
1.767,0.4578,0,7,7,0
1.801,0.4492,0,7,7,0
1.837,0.4407,0,7,7,0
1.868,0.4323,0,7,7,0
1.901,0.4281,0,7,7,0
1.933,0.4196,0,7,7,0
1.972,0.4108,0,7,7,0
1.999,0.4062,0,7,7,0
2.032,0.3969,0,7,7,0
2.066,0.3929,0,7,7,0
2.099,0.3841,0,7,7,0
2.132,0.3757,0,7,7,0
2.164,0.3723,0,7,7,0
2.200,0.3640,0,7,7,0
2.233,0.3550,0,7,7,0
2.265,0.3506,0,7,7,0
2.303,0.3404,0,7,7,0
2.335,0.3299,0,7,7,0
2.366,0.3244,0,7,7,0
2.402,0.3132,0,7,7,0
2.434,0.3018,0,7,7,0
2.467,0.2961,0,7,7,0
2.500,0.2846,0,7,7,0
2.533,0.2732,0,7,7,0
2.569,0.2620,0,7,7,0
2.600,0.2565,0,7,7,0
