time,halfW01,d0,d1,d2,d3
2.910,0.8650,2,5,5,2
0.333,0.8871,2,5,5,2
0.366,0.8896,2,5,5,2
0.401,0.8909,2,5,5,2
0.433,0.8933,2,5,5,2
0.468,0.8958,2,5,5,2
0.500,0.8970,2,5,5,2
0.534,0.8994,2,5,5,2
0.567,0.9018,2,5,5,2
0.601,0.9030,2,5,5,2
0.635,0.9054,2,5,5,2
0.668,0.9077,2,5,5,2
0.700,0.9088,2,5,5,2
0.733,0.9111,2,5,5,2
0.767,0.9134,2,5,5,2
0.800,0.9145,2,5,5,2
0.833,0.9167,2,5,5,2
0.867,0.9188,2,5,5,2
0.900,0.9199,2,5,5,2
0.936,0.9220,2,5,5,2
0.968,0.9241,2,5,5,2
1.001,0.9252,2,5,5,2
1.033,0.9272,2,5,5,2
1.068,0.9292,2,5,5,2
1.101,0.9302,2,5,5,2
1.137,0.9322,2,5,5,2
1.168,0.9342,2,5,5,2
1.203,0.9351,2,5,5,2
1.232,0.9370,2,5,5,2
1.267,0.9389,2,5,5,2
1.299,0.9398,2,5,5,2
1.335,0.9416,2,5,5,2
1.368,0.9434,2,5,5,2
1.400,0.9443,2,5,5,2
1.433,0.9460,2,5,5,2
1.469,0.9478,2,5,5,2
1.502,0.9486,2,5,5,2
1.533,0.9503,2,5,5,2
1.570,0.9519,2,5,5,2
1.602,0.9527,2,5,5,2
1.634,0.9544,2,5,5,2
1.669,0.9559,2,5,5,2
1.701,0.9567,2,5,5,2
1.734,0.9583,2,5,5,2
1.768,0.9598,2,5,5,2
1.801,0.9605,2,5,5,2
1.834,0.9620,2,5,5,2
1.866,0.9634,2,5,5,2
1.901,0.9642,2,5,5,2
1.934,0.9656,2,5,5,2
1.968,0.9670,2,5,5,2
2.000,0.9676,2,5,5,2
2.034,0.9690,2,5,5,2
2.069,0.9703,2,5,5,2
2.100,0.9710,2,5,5,2
2.136,0.9723,2,5,5,2
2.167,0.9735,2,5,5,2
2.201,0.9742,2,5,5,2
2.235,0.9754,2,5,5,2
2.267,0.9766,2,5,5,2
2.301,0.9772,2,5,5,2
2.333,0.9784,2,5,5,2
2.367,0.9795,2,5,5,2
2.400,0.9801,2,5,5,2
2.433,0.9812,2,5,5,2
2.469,0.9823,2,5,5,2
2.499,0.9829,2,5,5,2
2.532,0.9840,2,5,5,2
2.566,0.9850,2,5,5,2
2.602,0.9855,2,5,5,2
2.633,0.9866,2,5,5,2
2.669,0.9876,2,5,5,2
2.703,0.9881,2,5,5,2
2.734,0.9890,2,5,5,2
2.767,0.9900,2,5,5,2
2.804,0.9905,0,0,0,0
2.833,0.9914,0,0,0,0
2.866,0.9923,0,0,0,0
2.901,0.9928,0,0,0,0
2.934,0.9937,0,0,0,0
2.968,0.9945,0,0,0,0
3.001,0.9950,0,0,0,0
3.032,0.9958,0,0,0,0
3.066,0.9966,0,0,0,0
3.101,0.9970,0,0,0,0
3.133,0.9978,0,0,0,0
3.166,0.9986,0,0,0,0
3.202,0.9990,0,0,0,0
3.235,0.9998,0,0,0,0
3.266,1.0000,0,0,0,0
3.302,1.0000,0,0,0,0
3.336,1.0000,0,0,0,0
3.368,1.0000,0,0,0,0
3.399,1.0000,0,0,0,0
3.434,1.0000,0,0,0,0
3.465,1.0000,0,0,0,0
3.500,1.0000,0,0,0,0
3.536,1.0000,0,0,0,0
3.571,1.0000,0,0,0,0
3.600,1.0000,0,0,0,0
3.634,1.0000,0,0,0,0
3.666,1.0000,0,0,0,0
3.704,1.0000,0,0,0,0
3.735,1.0000,0,0,0,0
3.768,1.0000,0,0,0,0
3.802,1.0000,0,0,0,0
3.833,1.0000,0,0,0,0
3.866,1.0000,0,0,0,0
3.900,1.0000,0,0,0,0
3.932,1.0000,0,0,0,0
3.970,1.0000,0,0,0,0
3.999,1.0000,0,0,0,0
4.033,1.0000,0,0,0,0
4.066,1.0000,0,0,0,0
4.101,1.0000,0,0,0,0
4.135,1.0000,0,0,0,0
4.168,1.0000,0,0,0,0
4.200,1.0000,0,0,0,0
4.233,1.0000,0,0,0,0
4.268,1.0000,0,0,0,0
4.300,1.0000,0,0,0,0
4.333,1.0000,0,0,0,0
4.367,1.0000,0,0,0,0
4.403,1.0000,0,0,0,0
