time,halfW01,d0,d1,d2,d3
2.938,0.7547,2,5,5,2
0.333,0.7800,2,5,5,2
0.364,0.7815,2,5,5,2
0.397,0.7844,2,5,5,2
0.430,0.7874,2,5,5,2
0.464,0.7889,2,5,5,2
0.496,0.7918,2,5,5,2
0.528,0.7947,2,5,5,2
0.562,0.7962,2,5,5,2
0.609,0.8005,2,5,5,2
0.631,0.8019,2,5,5,2
0.662,0.8033,2,5,5,2
0.720,0.8075,2,5,5,2
0.733,0.8089,2,5,5,2
0.771,0.8117,2,5,5,2
0.804,0.8131,2,5,5,2
0.838,0.8158,2,5,5,2
0.873,0.8184,2,5,5,2
0.904,0.8198,2,5,5,2
0.937,0.8224,2,5,5,2
0.984,0.8249,2,5,5,2
0.999,0.8262,2,5,5,2
1.035,0.8287,2,5,5,2
1.069,0.8312,2,5,5,2
1.107,0.8336,2,5,5,2
1.136,0.8348,2,5,5,2
1.172,0.8371,2,5,5,2
1.203,0.8383,2,5,5,2
1.235,0.8405,2,5,5,2
1.267,0.8428,2,5,5,2
1.306,0.8449,2,5,5,2
1.337,0.8460,2,5,5,2
1.368,0.8480,2,5,5,2
1.403,0.8491,2,5,5,2
1.436,0.8511,2,5,5,2
1.471,0.8530,2,5,5,2
1.500,0.8539,2,5,5,2
1.535,0.8558,2,5,5,2
1.570,0.8576,2,5,5,2
1.601,0.8584,2,5,5,2
1.637,0.8601,2,5,5,2
1.670,0.8618,2,5,5,2
1.704,0.8626,2,5,5,2
1.736,0.8641,2,5,5,2
1.769,0.8656,2,5,5,2
1.800,0.8663,2,5,5,2
1.834,0.8677,2,5,5,2
1.872,0.8691,2,5,5,2
1.905,0.8697,2,5,5,2
1.937,0.8710,2,5,5,2
1.970,0.8722,2,5,5,2
2.005,0.8728,2,5,5,2
2.037,0.8739,2,5,5,2
2.070,0.8750,2,5,5,2
2.101,0.8755,2,5,5,2
2.134,0.8764,2,5,5,2
2.169,0.8774,2,5,5,2
2.203,0.8778,2,5,5,2
2.237,0.8787,2,5,5,2
2.268,0.8795,2,5,5,2
2.302,0.8798,2,5,5,2
2.337,0.8806,2,5,5,2
2.370,0.8812,2,5,5,2
2.400,0.8815,2,5,5,2
2.437,0.8821,2,5,5,2
2.471,0.8827,2,5,5,2
2.504,0.8830,2,5,5,2
2.535,0.8835,2,5,5,2
2.569,0.8839,2,5,5,2
2.603,0.8841,2,5,5,2
2.636,0.8845,2,5,5,2
2.670,0.8848,2,5,5,2
2.702,0.8850,2,5,5,2
2.736,0.8853,0,0,0,0
2.769,0.8855,0,0,0,0
2.805,0.8857,0,0,0,0
2.836,0.8859,0,0,0,0
2.870,0.8860,0,0,0,0
2.904,0.8861,0,0,0,0
2.938,0.8862,0,0,0,0
2.970,0.8863,0,0,0,0
3.002,0.8863,0,0,0,0
3.037,0.8864,0,0,0,0
3.069,0.8864,0,0,0,0
3.103,0.8864,0,0,0,0
3.136,0.8864,0,0,0,0
3.171,0.8863,0,0,0,0
3.203,0.8863,0,0,0,0
3.237,0.8862,0,0,0,0
3.269,0.8861,0,0,0,0
3.303,0.8860,0,0,0,0
3.334,0.8859,0,0,0,0
3.369,0.8857,0,0,0,0
3.404,0.8856,0,0,0,0
3.435,0.8855,0,0,0,0
3.471,0.8852,0,0,0,0
3.504,0.8851,0,0,0,0
3.538,0.8849,0,0,0,0
3.569,0.8846,0,0,0,0
3.604,0.8845,0,0,0,0
3.634,0.8842,0,0,0,0
3.670,0.8839,0,0,0,0
3.703,0.8838,0,0,0,0
3.739,0.8835,0,0,0,0
3.770,0.8831,0,0,0,0
3.805,0.8830,0,0,0,0
3.838,0.8826,0,0,0,0
3.869,0.8823,0,0,0,0
3.903,0.8821,0,0,0,0
3.936,0.8817,0,0,0,0
3.970,0.8813,0,0,0,0
4.001,0.8811,0,0,0,0
4.037,0.8807,0,0,0,0
